"ncm","excecao","desc","ipi","concat_desc"
"48103910","","Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas ","3.25","- Papel e cartão, Kraft, exceto do tipo utilizado para escrita, impressão ou outras finalidades gráficas: -- Outros Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas"
"48103990","","Outros ","3.25","- Papel e cartão, Kraft, exceto do tipo utilizado para escrita, impressão ou outras finalidades gráficas: -- Outros Outros"
"48109210","","Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas ","3.25","- Outro papel e cartão: -- De camadas múltiplas Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas"
"48109290","","Outros ","3.25","- Outro papel e cartão: -- De camadas múltiplas Outros"
"48109910","","Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas ","3.25","- Outro papel e cartão: -- Outros Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas"
"48109990","","Outros ","3.25","- Outro papel e cartão: -- Outros Outros"
"48111010","","Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas ","3.25","Papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma quadrada ou retangular, de qualquer dimensão, exceto os produtos do tipo descrito nos textos das posições 48.03, 48.09 ou 48.10. - Papel e cartão alcatroados, betumados ou asfaltados Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas"
"48111090","","Outros ","3.25","Papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma quadrada ou retangular, de qualquer dimensão, exceto os produtos do tipo descrito nos textos das posições 48.03, 48.09 ou 48.10. - Papel e cartão alcatroados, betumados ou asfaltados Outros"
"48114110","","Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas ","3.25","Papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma quadrada ou retangular, de qualquer dimensão, exceto os produtos do tipo descrito nos textos das posições 48.03, 48.09 ou 48.10. - Papel e cartão gomados ou adesivos: -- Autoadesivos Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas"
"48114190","","Outros ","3.25","Papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma quadrada ou retangular, de qualquer dimensão, exceto os produtos do tipo descrito nos textos das posições 48.03, 48.09 ou 48.10. - Papel e cartão gomados ou adesivos: -- Autoadesivos Outros"
"48114910","","Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas ","3.25","Papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma quadrada ou retangular, de qualquer dimensão, exceto os produtos do tipo descrito nos textos das posições 48.03, 48.09 ou 48.10. - Papel e cartão gomados ou adesivos: -- Outros Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas"
"48114990","","Outros ","3.25","Papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma quadrada ou retangular, de qualquer dimensão, exceto os produtos do tipo descrito nos textos das posições 48.03, 48.09 ou 48.10. - Papel e cartão gomados ou adesivos: -- Outros Outros"
"48115110","","Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas ","3.25","Papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma quadrada ou retangular, de qualquer dimensão, exceto os produtos do tipo descrito nos textos das posições 48.03, 48.09 ou 48.10. - Papel e cartão revestidos, impregnados ou recobertos de plástico (exceto os adesivos): -- Branqueados, de peso superior a 150 g/m2 Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas"
"48115121","","De silicone, exceto gofrados na face recoberta ou revestida ","3.25","Papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma quadrada ou retangular, de qualquer dimensão, exceto os produtos do tipo descrito nos textos das posições 48.03, 48.09 ou 48.10. - Papel e cartão revestidos, impregnados ou recobertos de plástico (exceto os adesivos): -- Branqueados, de peso superior a 150 g/m2 Outros, recobertos ou revestidos De silicone, exceto gofrados na face recoberta ou revestida"
"48115122","","De polietileno, estratificado com alumínio, impresso ","3.25","Papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma quadrada ou retangular, de qualquer dimensão, exceto os produtos do tipo descrito nos textos das posições 48.03, 48.09 ou 48.10. - Papel e cartão revestidos, impregnados ou recobertos de plástico (exceto os adesivos): -- Branqueados, de peso superior a 150 g/m2 Outros, recobertos ou revestidos De polietileno, estratificado com alumínio, impresso"
"48115123","","De polietileno ou polipropileno, em ambas as faces, base para papel fotográfico ","3.25","Papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma quadrada ou retangular, de qualquer dimensão, exceto os produtos do tipo descrito nos textos das posições 48.03, 48.09 ou 48.10. - Papel e cartão revestidos, impregnados ou recobertos de plástico (exceto os adesivos): -- Branqueados, de peso superior a 150 g/m2 Outros, recobertos ou revestidos De polietileno ou polipropileno, em ambas as faces, base para papel fotográfico"
"48115128","","Outros, gofrados na face recoberta ou revestida ","3.25","Papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma quadrada ou retangular, de qualquer dimensão, exceto os produtos do tipo descrito nos textos das posições 48.03, 48.09 ou 48.10. - Papel e cartão revestidos, impregnados ou recobertos de plástico (exceto os adesivos): -- Branqueados, de peso superior a 150 g/m2 Outros, recobertos ou revestidos Outros, gofrados na face recoberta ou revestida"
"48115129","","Outros ","3.25","Papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma quadrada ou retangular, de qualquer dimensão, exceto os produtos do tipo descrito nos textos das posições 48.03, 48.09 ou 48.10. - Papel e cartão revestidos, impregnados ou recobertos de plástico (exceto os adesivos): -- Branqueados, de peso superior a 150 g/m2 Outros, recobertos ou revestidos Outros"
"48115130","","Outros, impregnados ","3.25","Papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma quadrada ou retangular, de qualquer dimensão, exceto os produtos do tipo descrito nos textos das posições 48.03, 48.09 ou 48.10. - Papel e cartão revestidos, impregnados ou recobertos de plástico (exceto os adesivos): -- Branqueados, de peso superior a 150 g/m2 Outros, impregnados"
"48115910","","Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas ","3.25","Papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma quadrada ou retangular, de qualquer dimensão, exceto os produtos do tipo descrito nos textos das posições 48.03, 48.09 ou 48.10. - Papel e cartão revestidos, impregnados ou recobertos de plástico (exceto os adesivos): -- Outros Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas"
"48115921","","De polietileno ou polipropileno, em ambas as faces, base para papel fotográfico ","3.25","Papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma quadrada ou retangular, de qualquer dimensão, exceto os produtos do tipo descrito nos textos das posições 48.03, 48.09 ou 48.10. - Papel e cartão revestidos, impregnados ou recobertos de plástico (exceto os adesivos): -- Outros Outros, recobertos ou revestidos De polietileno ou polipropileno, em ambas as faces, base para papel fotográfico"
"48115922","","De silicone ","3.25","Papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma quadrada ou retangular, de qualquer dimensão, exceto os produtos do tipo descrito nos textos das posições 48.03, 48.09 ou 48.10. - Papel e cartão revestidos, impregnados ou recobertos de plástico (exceto os adesivos): -- Outros Outros, recobertos ou revestidos De silicone"
"48115923","","De polietileno, estratificado com alumínio, impresso ","3.25","Papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma quadrada ou retangular, de qualquer dimensão, exceto os produtos do tipo descrito nos textos das posições 48.03, 48.09 ou 48.10. - Papel e cartão revestidos, impregnados ou recobertos de plástico (exceto os adesivos): -- Outros Outros, recobertos ou revestidos De polietileno, estratificado com alumínio, impresso"
"48115929","","Outros ","3.25","Papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma quadrada ou retangular, de qualquer dimensão, exceto os produtos do tipo descrito nos textos das posições 48.03, 48.09 ou 48.10. - Papel e cartão revestidos, impregnados ou recobertos de plástico (exceto os adesivos): -- Outros Outros, recobertos ou revestidos Outros"
"48115930","","Outros, impregnados ","3.25","Papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma quadrada ou retangular, de qualquer dimensão, exceto os produtos do tipo descrito nos textos das posições 48.03, 48.09 ou 48.10. - Papel e cartão revestidos, impregnados ou recobertos de plástico (exceto os adesivos): -- Outros Outros, impregnados"
"48116010","","Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas ","3.25","Papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma quadrada ou retangular, de qualquer dimensão, exceto os produtos do tipo descrito nos textos das posições 48.03, 48.09 ou 48.10. - Papel e cartão revestidos, impregnados ou recobertos de cera, parafina, estearina, óleo ou glicerol Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas"
"48116090","","Outros ","3.25","Papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma quadrada ou retangular, de qualquer dimensão, exceto os produtos do tipo descrito nos textos das posições 48.03, 48.09 ou 48.10. - Papel e cartão revestidos, impregnados ou recobertos de cera, parafina, estearina, óleo ou glicerol Outros"
"48119010","","Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas ","3.25","Papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma quadrada ou retangular, de qualquer dimensão, exceto os produtos do tipo descrito nos textos das posições 48.03, 48.09 ou 48.10. - Outro papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose Em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas"
"48119090","","Outros ","3.25","Papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma quadrada ou retangular, de qualquer dimensão, exceto os produtos do tipo descrito nos textos das posições 48.03, 48.09 ou 48.10. - Outro papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose Outros"
"48120000","","Blocos e chapas, filtrantes, de pasta de papel. ","0","Blocos e chapas, filtrantes, de pasta de papel."
"48131000","","- Em cadernos ou em tubos ","29.25","Papel para cigarros, mesmo cortado nas dimensões próprias, em cadernos ou em tubos. - Em cadernos ou em tubos"
"48132000","","- Em rolos de largura não superior a 5 cm ","29.25","Papel para cigarros, mesmo cortado nas dimensões próprias, em cadernos ou em tubos. - Em rolos de largura não superior a 5 cm"
"48139000","","- Outros ","29.25","Papel para cigarros, mesmo cortado nas dimensões próprias, em cadernos ou em tubos. - Outros"
"48142000","","- Papel de parede e revestimentos para parede semelhantes, constituídos por papel revestido ou recoberto, no lado da face, por uma camada de plástico granida, gofrada, colorida, impressa com desenhos ou decorada de qualquer outra forma ","9.75","Papel de parede e revestimentos para parede semelhantes; papel para vitrais. - Papel de parede e revestimentos para parede semelhantes, constituídos por papel revestido ou recoberto, no lado da face, por uma camada de plástico granida, gofrada, colorida, impressa com desenhos ou decorada de qualquer outra forma"
"48149000","","- Outros ","13","Papel de parede e revestimentos para parede semelhantes; papel para vitrais. - Outros"
"48162000","","- Papel autocopiativo ","3.25","Papel-carbono (papel químico), papel autocopiativo e outro papel para cópia ou duplicação (exceto os da posição 48.09), estênceis completos e chapas ofsete, de papel, mesmo acondicionados em caixas. - Papel autocopiativo"
"48169010","","Papel-carbono e semelhantes ","9.75","Papel-carbono (papel químico), papel autocopiativo e outro papel para cópia ou duplicação (exceto os da posição 48.09), estênceis completos e chapas ofsete, de papel, mesmo acondicionados em caixas. - Outros Papel-carbono e semelhantes"
"48169090","","Outros ","9.75","Papel-carbono (papel químico), papel autocopiativo e outro papel para cópia ou duplicação (exceto os da posição 48.09), estênceis completos e chapas ofsete, de papel, mesmo acondicionados em caixas. - Outros Outros"
"48171000","","- Envelopes ","3.25","Envelopes, aerogramas, cartões-postais não ilustrados e cartões para correspondência, de papel ou cartão; caixas, sacos e semelhantes, de papel ou cartão, que contenham um sortido de artigos para correspondência. - Envelopes"
"48172000","","- Aerogramas, cartões-postais não ilustrados e cartões para correspondência ","3.25","Envelopes, aerogramas, cartões-postais não ilustrados e cartões para correspondência, de papel ou cartão; caixas, sacos e semelhantes, de papel ou cartão, que contenham um sortido de artigos para correspondência. - Aerogramas, cartões-postais não ilustrados e cartões para correspondência"
"48173000","","- Caixas, sacos e semelhantes, de papel ou cartão, que contenham um sortido de artigos para correspondência ","3.25","Envelopes, aerogramas, cartões-postais não ilustrados e cartões para correspondência, de papel ou cartão; caixas, sacos e semelhantes, de papel ou cartão, que contenham um sortido de artigos para correspondência. - Caixas, sacos e semelhantes, de papel ou cartão, que contenham um sortido de artigos para correspondência"
"48181000","","- Papel higiênico ","0","Papel do tipo utilizado para papel higiênico e papel semelhante, pasta (ouate) de celulose ou mantas de fibras de celulose, do tipo utilizado para fins domésticos ou sanitários, em rolos de largura não superior a 36 cm, ou cortados em forma própria; lenços, lenços (toalhitas) demaquilantes, toalhas de mão, toalhas de mesa, guardanapos, lençóis e artigos semelhantes, de uso doméstico, de toucador, higiênicos ou hospitalares, vestuário e seus acessórios, de pasta de papel, papel, pasta (ouate) de celulose ou de mantas de fibras de celulose. - Papel higiênico"
"48182000","","- Lenços, lenços (toalhitas) demaquilantes e toalhas de mão ","3.25","Papel do tipo utilizado para papel higiênico e papel semelhante, pasta (ouate) de celulose ou mantas de fibras de celulose, do tipo utilizado para fins domésticos ou sanitários, em rolos de largura não superior a 36 cm, ou cortados em forma própria; lenços, lenços (toalhitas) demaquilantes, toalhas de mão, toalhas de mesa, guardanapos, lençóis e artigos semelhantes, de uso doméstico, de toucador, higiênicos ou hospitalares, vestuário e seus acessórios, de pasta de papel, papel, pasta (ouate) de celulose ou de mantas de fibras de celulose. - Lenços, lenços (toalhitas) demaquilantes e toalhas de mão"
"48183000","","- Toalhas de mesa e guardanapos ","3.25","Papel do tipo utilizado para papel higiênico e papel semelhante, pasta (ouate) de celulose ou mantas de fibras de celulose, do tipo utilizado para fins domésticos ou sanitários, em rolos de largura não superior a 36 cm, ou cortados em forma própria; lenços, lenços (toalhitas) demaquilantes, toalhas de mão, toalhas de mesa, guardanapos, lençóis e artigos semelhantes, de uso doméstico, de toucador, higiênicos ou hospitalares, vestuário e seus acessórios, de pasta de papel, papel, pasta (ouate) de celulose ou de mantas de fibras de celulose. - Toalhas de mesa e guardanapos"
"48185000","","- Vestuário e seus acessórios ","3.25","Papel do tipo utilizado para papel higiênico e papel semelhante, pasta (ouate) de celulose ou mantas de fibras de celulose, do tipo utilizado para fins domésticos ou sanitários, em rolos de largura não superior a 36 cm, ou cortados em forma própria; lenços, lenços (toalhitas) demaquilantes, toalhas de mão, toalhas de mesa, guardanapos, lençóis e artigos semelhantes, de uso doméstico, de toucador, higiênicos ou hospitalares, vestuário e seus acessórios, de pasta de papel, papel, pasta (ouate) de celulose ou de mantas de fibras de celulose. - Vestuário e seus acessórios"
"48189010","","Almofadas absorventes do tipo utilizado em embalagens de produtos alimentícios ","3.25","Papel do tipo utilizado para papel higiênico e papel semelhante, pasta (ouate) de celulose ou mantas de fibras de celulose, do tipo utilizado para fins domésticos ou sanitários, em rolos de largura não superior a 36 cm, ou cortados em forma própria; lenços, lenços (toalhitas) demaquilantes, toalhas de mão, toalhas de mesa, guardanapos, lençóis e artigos semelhantes, de uso doméstico, de toucador, higiênicos ou hospitalares, vestuário e seus acessórios, de pasta de papel, papel, pasta (ouate) de celulose ou de mantas de fibras de celulose. - Outros Almofadas absorventes do tipo utilizado em embalagens de produtos alimentícios"
"48189090","","Outros ","3.25","Papel do tipo utilizado para papel higiênico e papel semelhante, pasta (ouate) de celulose ou mantas de fibras de celulose, do tipo utilizado para fins domésticos ou sanitários, em rolos de largura não superior a 36 cm, ou cortados em forma própria; lenços, lenços (toalhitas) demaquilantes, toalhas de mão, toalhas de mesa, guardanapos, lençóis e artigos semelhantes, de uso doméstico, de toucador, higiênicos ou hospitalares, vestuário e seus acessórios, de pasta de papel, papel, pasta (ouate) de celulose ou de mantas de fibras de celulose. - Outros Outros"
"48191000","","- Caixas de papel ou cartão, ondulados (canelados*) ","15","Caixas, sacos, bolsas, cartuchos e outras embalagens, de papel, cartão, pasta (ouate) de celulose ou de mantas de fibras de celulose; cartonagens para escritórios, lojas e estabelecimentos semelhantes. - Caixas de papel ou cartão, ondulados (canelados*)"
"48192000","","- Caixas e cartonagens, dobráveis, de papel ou cartão, não ondulados (canelados*) ","9.75","Caixas, sacos, bolsas, cartuchos e outras embalagens, de papel, cartão, pasta (ouate) de celulose ou de mantas de fibras de celulose; cartonagens para escritórios, lojas e estabelecimentos semelhantes. - Caixas e cartonagens, dobráveis, de papel ou cartão, não ondulados (canelados*)"
"48193000","","- Sacos cuja base tenha largura igual ou superior a 40 cm ","9.75","Caixas, sacos, bolsas, cartuchos e outras embalagens, de papel, cartão, pasta (ouate) de celulose ou de mantas de fibras de celulose; cartonagens para escritórios, lojas e estabelecimentos semelhantes. - Sacos cuja base tenha largura igual ou superior a 40 cm"
"48194000","","- Outros sacos; bolsas e cartuchos ","9.75","Caixas, sacos, bolsas, cartuchos e outras embalagens, de papel, cartão, pasta (ouate) de celulose ou de mantas de fibras de celulose; cartonagens para escritórios, lojas e estabelecimentos semelhantes. - Outros sacos; bolsas e cartuchos"
"48195000","","- Outras embalagens, incluindo as capas para discos ","9.75","Caixas, sacos, bolsas, cartuchos e outras embalagens, de papel, cartão, pasta (ouate) de celulose ou de mantas de fibras de celulose; cartonagens para escritórios, lojas e estabelecimentos semelhantes. - Outras embalagens, incluindo as capas para discos"
"48196000","","- Cartonagens para escritórios, lojas e estabelecimentos semelhantes ","9.75","Caixas, sacos, bolsas, cartuchos e outras embalagens, de papel, cartão, pasta (ouate) de celulose ou de mantas de fibras de celulose; cartonagens para escritórios, lojas e estabelecimentos semelhantes. - Cartonagens para escritórios, lojas e estabelecimentos semelhantes"
"48201000","","- Livros de registro e de contabilidade, blocos de notas, de encomendas, de recibos, de apontamentos, de papel para cartas, agendas e artigos semelhantes ","9.75","- Livros de registro e de contabilidade, blocos de notas, de encomendas, de recibos, de apontamentos, de papel para cartas, agendas e artigos semelhantes"
"48202000","","- Cadernos ","0","- Cadernos"
"48203000","","- Classificadores, encadernações (exceto as capas para livros) e capas de processos ","9.75","- Classificadores, encadernações (exceto as capas para livros) e capas de processos"
"48204000","","- Formulários em blocos de papel múltiplas vias, mesmo com folhas intercaladas de papel-carbono (papel químico) ","3.25","- Formulários em blocos de papel múltiplas vias, mesmo com folhas intercaladas de papel-carbono (papel químico)"
"48205000","","- Álbuns para amostras ou para coleções ","9.75","- Álbuns para amostras ou para coleções"
"48209000","","- Outros ","9.75","- Outros"
"48211000","","- Impressas ","0","Etiquetas de qualquer espécie, de papel ou cartão, impressas ou não. - Impressas"
"48219000","","- Outras ","0","Etiquetas de qualquer espécie, de papel ou cartão, impressas ou não. - Outras"
"48221000","","- Do tipo utilizado para enrolamento de fios têxteis ","6.5","Carretéis, bobinas, canelas e suportes semelhantes, de pasta de papel, papel ou cartão, mesmo perfurados ou endurecidos. - Do tipo utilizado para enrolamento de fios têxteis"
"48229000","","- Outros ","6.5","Carretéis, bobinas, canelas e suportes semelhantes, de pasta de papel, papel ou cartão, mesmo perfurados ou endurecidos. - Outros"
"48232010","","De peso superior a 15 g/m2, mas não superior a 25 g/m2, com um conteúdo de fibras sintéticas termossoldáveis igual ou superior a 20 %, mas não superior a 30 %, em peso, do conteúdo total de fibras ","9.75","Outro papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, cortados em forma própria; outras obras de pasta de papel, papel, cartão, pasta (ouate) de celulose ou de mantas de fibras de celulose. - Papel-filtro e cartão-filtro De peso superior a 15 g/m2, mas não superior a 25 g/m2, com um conteúdo de fibras sintéticas termossoldáveis igual ou superior a 20 %, mas não superior a 30 %, em peso, do conteúdo total de fibras"
"48232091","","Em tiras ou rolos de largura superior a 15 cm, mas não superior a 36 cm ","9.75","Outro papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, cortados em forma própria; outras obras de pasta de papel, papel, cartão, pasta (ouate) de celulose ou de mantas de fibras de celulose. - Papel-filtro e cartão-filtro Outros Em tiras ou rolos de largura superior a 15 cm, mas não superior a 36 cm"
"48232099","","Outros ","9.75","Outro papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, cortados em forma própria; outras obras de pasta de papel, papel, cartão, pasta (ouate) de celulose ou de mantas de fibras de celulose. - Papel-filtro e cartão-filtro Outros Outros"
"48234000","","- Papel-diagrama para aparelhos registradores, em bobinas, em folhas ou em discos ","9.75","Outro papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, cortados em forma própria; outras obras de pasta de papel, papel, cartão, pasta (ouate) de celulose ou de mantas de fibras de celulose. - Papel-diagrama para aparelhos registradores, em bobinas, em folhas ou em discos"
"48236100","","-- De bambu ","9.75","Outro papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, cortados em forma própria; outras obras de pasta de papel, papel, cartão, pasta (ouate) de celulose ou de mantas de fibras de celulose. - Bandejas, travessas, pratos, xícaras (chávenas), taças, copos e artigos semelhantes, de papel ou cartão: -- De bambu"
"48236900","","-- Outros ","9.75","Outro papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, cortados em forma própria; outras obras de pasta de papel, papel, cartão, pasta (ouate) de celulose ou de mantas de fibras de celulose. - Bandejas, travessas, pratos, xícaras (chávenas), taças, copos e artigos semelhantes, de papel ou cartão: -- Outros"
"48237000","","- Artigos moldados ou prensados, de pasta de papel ","9.75","Outro papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, cortados em forma própria; outras obras de pasta de papel, papel, cartão, pasta (ouate) de celulose ou de mantas de fibras de celulose. - Artigos moldados ou prensados, de pasta de papel"
"48239010","","Cartões perfurados para mecanismos Jacquard ","9.75","Outro papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, cortados em forma própria; outras obras de pasta de papel, papel, cartão, pasta (ouate) de celulose ou de mantas de fibras de celulose. - Outros Cartões perfurados para mecanismos Jacquard"
"48239020","","De rigidez dielétrica igual ou superior a 600 V (método ASTM D 202 ou equivalente) e de peso inferior ou igual a 60 g/m2 ","9.75","Outro papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, cortados em forma própria; outras obras de pasta de papel, papel, cartão, pasta (ouate) de celulose ou de mantas de fibras de celulose. - Outros De rigidez dielétrica igual ou superior a 600 V (método ASTM D 202 ou equivalente) e de peso inferior ou igual a 60 g/m2"
"48239091","","Em tiras ou rolos de largura superior a 15 cm, mas não superior a 36 cm ","9.75","Outro papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, cortados em forma própria; outras obras de pasta de papel, papel, cartão, pasta (ouate) de celulose ou de mantas de fibras de celulose. - Outros Outros Em tiras ou rolos de largura superior a 15 cm, mas não superior a 36 cm"
"48239099","","Outros ","9.75","Outro papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, cortados em forma própria; outras obras de pasta de papel, papel, cartão, pasta (ouate) de celulose ou de mantas de fibras de celulose. - Outros Outros Outros"
"49011000","","- Em folhas soltas, mesmo dobradas ","NT","Livros, brochuras e impressos semelhantes, mesmo em folhas soltas. - Em folhas soltas, mesmo dobradas"
"49019100","","-- Dicionários e enciclopédias, mesmo em fascículos ","NT","Livros, brochuras e impressos semelhantes, mesmo em folhas soltas. - Outros: -- Dicionários e enciclopédias, mesmo em fascículos"
"49019900","","-- Outros ","NT","Livros, brochuras e impressos semelhantes, mesmo em folhas soltas. - Outros: -- Outros"
"49021000","","- Que se publiquem pelo menos quatro vezes por semana ","NT","Jornais e publicações periódicas, impressos, mesmo ilustrados ou que contenham publicidade. - Que se publiquem pelo menos quatro vezes por semana"
"49021000","01","Com publicidade","0","Jornais e publicações periódicas, impressos, mesmo ilustrados ou que contenham publicidade. - Que se publiquem pelo menos quatro vezes por semana"
"49029000","","- Outros ","NT","Jornais e publicações periódicas, impressos, mesmo ilustrados ou que contenham publicidade. - Outros"
"49029000","01","Com publicidade","0","Jornais e publicações periódicas, impressos, mesmo ilustrados ou que contenham publicidade. - Outros"
"49030000","","Álbuns ou livros de ilustrações e álbuns para desenhar ou colorir, para crianças. ","NT","Álbuns ou livros de ilustrações e álbuns para desenhar ou colorir, para crianças."
"49040000","","Música manuscrita ou impressa, ilustrada ou não, mesmo encadernada. ","NT","Música manuscrita ou impressa, ilustrada ou não, mesmo encadernada."
"49052000","","- Sob a forma de livros ou brochuras ","0","Obras cartográficas de qualquer espécie, incluindo as cartas murais, as plantas topográficas e os globos, impressas. - Sob a forma de livros ou brochuras"
"49059000","","- Outras ","0","Obras cartográficas de qualquer espécie, incluindo as cartas murais, as plantas topográficas e os globos, impressas. - Outras"
